698564,non,Last update,Last update does n't work,2
932093,non,I,I hate the new update please change it back,0
1244948,non,it,it deleted my app,2
1240964,out,(missing),Worked fine for a while,2
796218,then,(I),still nothing is fixed,0
1010544,non,(missing),to navigate this version,0
82594,out,advertisers,If advertisers pay PANDORA,0
1149340,when,I,I play,-1
987498,whenever,(I),view my accounts,1
627782,before,you,you play,-1
458991,non,(missing),Would play rate higher,0
45811,non,my two hour bike of 24 miles,So my two hour bike of 24 miles became a 60 mile trip,2
930162,when,(missing),it was done,0
228304,when,I,I go on a error message,2
228055,out,my app,For the past month my app has been skipping tracks in its own,2
173249,out,It,It was much better,0
528515,out,You,You screwed your entire app,0
1048934,whenever,I,I try to open the app,1
149131,non,I,I have reinstalled twice now,1
10875,non,My app,My app has been crashing,2
347818,non,(I),I am obsessed with it,0
929792,non,I,I ca n't post statuses at some points,2
992671,when,I,I comment on anything,1
1141847,non,(missing),appear it only wants money,2
405342,when,I,I get a message,1
59772,non,I,I am,-1
685826,when,I,I shuffle a playlist,1
351363,non,I,I have to delete the app,1
668628,out,price,price was reasonable,0
1253046,out,It,It needs to be tested,0
598036,non,(missing),Constantly freezes crashes,2
1052709,until,I,I updated it today,1
288328,then,information,information is can sometimes be irrelevant,0
909090,non,(missing),Tried to reinstall,1
1217594,whenever,you,you go,-1
822124,out,(missing),Fix it,-1
508795,non,I,I could catch a few Pokemon while at home,0
330040,non,I,I 've uninstalled only to reinstall,1
673247,then,you,"you 're taking the risk of getting the "" no rides available in your area "" alert or "" unfortunately Uber is currently not available in your area",2
76350,non,Facebook,Facebook is one of those apps,0
713506,non,I,so I can input,0
648159,out,(missing),To sum it up,1
1004700,non,It,It 's very poor form,0
1006585,out,Drops,Drops calls,-1
832698,non,This,This is horrible,0
381121,after,my snapchat,my snapchat will crash,2
834991,non,it,if it is working at some time,2
1294011,non,App,App wo n't reload my card,2
1132094,then,you,later you might find a seat selected was removed,2
306753,non,(missing),Would sometimes lead to it crashing,2
588872,out,it,it says it ca n't recognize my info,2
782028,out,you,If you want something with real news,0
483248,out,Niantic,Niantic furthered it 's traffic,0
891185,then,(I),reinstall it,1
1022489,non,i,cause i had to,0
161252,after,I,I updated to the latest version,1
1130810,non,I,I 'm starting to get tired of this game,0
1115979,when,I,I am writing a status update,1
58612,before,It,It worked just fine,2
1010853,non,(missing),DELETE this app,1
74156,out,the associated service,if the associated service was free,0
445762,then,(its),immediately deleted it,1
768238,out,it,because it makes me log in everytime then go to the App Store,2
1137546,whenever,I,I accept extra lives,1
96767,non,you,what you see,0
728864,out,I,once I had saved all my pics to it,1
55650,non,a messenger app,Yes having a messenger app is a great idea,0
1107995,when,I,I get notification,1
752893,whenever,I,I want to post photos,1
634072,out,I,I have 3 boys,0
790261,non,(missing),Not to mention she kept the meter on for an extra 12 miles ( estimated 24 minuets ) after dropping us off,0
666622,non,they,like they 're hurting for the almighty $,0
524086,when,I,I deny the access,1
130568,out,it,it was fantastic,0
1001227,when,(missing),wanting to read a story,1
855191,out,(missing),App used to work fine,0
267352,non,(missing),to reset it,-1
1060844,non,nothing,nothing happens,-1
101863,when,I,I have wifi connection,1
469025,non,(missing),re downloaded it,1
968494,when,it,it does,-1
56799,non,I,I ca n't even check,2
963530,out,I,I wo n't be using the app again,0
1212735,when,all the comments,all the comments agree,0
63633,non,this,"For that , and from a company like WSJ , this is absolutely unacceptable",0
964718,until,(missing),it 's fixed,0
648583,after,we,we beat the game,1
417510,then,(missing),add an optional video to watch,2
1231125,whenever,I,I click a level,1
869855,non,(missing),just using safari,1
354911,out,it,it crashes immediately,2
1298456,out,This new version,This new version is so much harder to use,0
615891,non,It,It 's not my phone cause it works everywhere else but in snapchat,2
416251,when,(The app),scrolling through stories,2
1085084,out,(missing),"Please , please drop the "" This is CNN",0
26104,non,(it),Whenever I 'm in Facebook scrolling threw it,2
395057,non,I,I proceeded,-1
792600,non,it,it 's annoying,0
518618,non,I,I would have to register again and . Not woth it,0
976911,non,we,we need to be able to sort files by date or type,1
198256,non,(missing),Please fix current update,0
282680,whenever,people,people add me,1
1022330,non,I,I tap on it,1
668943,non,this thing,this thing pops up,2
757892,when,it,it was not open,2
583731,out,(missing),MOVE ON,-1
300407,before,you,you download,-1
1154717,before,you,you do it,0
295349,non,(missing),9/6/14 - update ... just perfect now the app randomly crashes ALL THE TIME,2
831904,non,these remedies,these remedies have not solved the problem,0
171608,non,I,I love google,0
1117182,out,the app,"Since the last update , the app has crashed during one run",2
840315,out,I,I wo n't know,0
555023,then,they,"The the trick started where they offered free premium , which I never used , they came with a plan to limit it to 2 devices",0
1115422,out,(missing),move around,-1
433520,while,(I),"all beating Charizard , Pikachu , and Blastoise",0
165951,before,(I),start a snap,1
3960,out,(it),make the screen completely white,2
1234127,then,you,you have to wait an additional 10 - 20 minutes for another one,2
453430,when,you,you reopen,-1
1278288,non,(missing),I 'm getting fed up with this app,0
617734,out,You,You get three free levels,0
650652,out,they,they disappear,-1
1123490,out,I,I try,-1
369599,non,(missing),reinstalling to fix the problem,1
31975,when,I,I have to switch between apps,1
861483,whenever,I,I try to open it,1
144756,out,I,I have music files on my onedrive,1
717211,before,it,it expires,-1
928744,when,(I),switching between app features,1
631787,when,(They),there was no indication of cost,0
688058,out,it,it gives me handsome and wealthy this update is terrible,0
1203756,whenever,I,I use it,1
552272,while,"the "" call","the "" call completes",2
1025286,out,The game,The game is awesome,0
710446,out,(missing),adding a new method with the same information,1
535031,non,(missing),Come on,-1
487358,out,(missing),Yesterday I took a three mile bike ride around my town and the only to pop up was rattats and weedles,0
810435,before,(I),will probably delete,1
1227095,non,I,I bought lives,1
591481,before,it,it 's just a nuisance,0
655811,out,(missing),try again,-1
827519,non,(missing),( please please pleaseee fix this asap,0
1036210,when,(it),logging in,1
972316,non,It,"It is slow , buggy",2
563382,out,This app,This app was $ 1,0
20836,out,(This app),recording my runs and volksmarches,2
456215,out,(missing),takes it from my inventory,2
820699,when,I,I downloaded the upgrade,1
960300,out,You,You would think the developers never used the app,0
226491,out,It,It confused the bejesus out of me,0
874759,out,my keyboard screen,Now my keyboard screen pops up,2
1189046,when,(The game),I 'm logged online,1
459907,non,(missing),ca nt authenticate,2
262994,non,I,I would like to say it was my update to IOS 9,0
1277891,out,(missing),checking out the new features,1
170383,when,anyone,anyone knows his birthday is on the 22nd,0
784923,when,(The bottom ad),viewing pictures,1
709950,when,I,I click it,1
450429,out,(missing),flying with no internet connection due to convenience,1
125671,non,(No new features or the same thing),call it new,0
1226158,when,I,I get a snap,1
901987,non,(much of the same complaint as others),crashes ALL THE TIME,2
1243777,non,it,it shuts me out of Facebook completely,2
106740,out,(missing),Was may favorite app,0
131707,out,(missing),to profile,-1
616445,then,(u),tried to play,1
1183473,out,I,I delete it,1
1179409,non,(missing),Please help,-1
490156,out,(Pokemon),is now just a mere shell of what it once was,0
1142806,non,These both,These both need fixing,0
706323,when,(you),click on it,1
736281,after,you,you log on,1
840320,non,(missing),Happened repeatedly,-1
870678,non,(missing),Clicking on a photo someone 's recently posted wo n't even show up half the time,2
671698,out,it,because it would just crash,2
520839,out,users,so users will now have to purchase pokeballs,1
98051,non,This app,This app is horrendously slow,2
1111691,non,(FB),shuts down,2
507649,when,a rare Pokemon,a rare Pokemon would spawn nearby,0
477777,non,(Niantic),has issued no statement about when it will be fixed,0
908139,out,(missing),made my phone freeze,2
1255712,out,which,which is not very often,0
856945,non,I,I communicate with a lot of customers thru Facebook,1
848132,out,(missing),knowing M$,-1
83339,then,the new Notification Center widget,the new Notification Center widget loads info for a second goes,0
95657,non,FB,for FB to load all over again,0
1212817,non,(missing),It 's always been slow and sketchy,2
257818,non,Which,Which makes this app useless,0
381870,out,I,Super laggy I wo n't play this game,2
318484,after,I,"I downloaded , just an empty progress wheel that wo n't disappear",2
239093,non,this app,because this app certainly does not,0
976149,when,it,it finally does load,0
241123,non,The follow me weather,The follow me weather does not work,2
686062,after,(I),to login fresh,1
976516,when,I,I do,-1
1217421,until,it,it properly updates,2
682901,out,App,App also forced music to pause,2
285339,non,(missing),Does n't open,2
635428,out,I,once I found out you have to pay,1
1142324,out,friends,friends send you more,1
1029813,after,i,i updated,-1
980754,out,it,"If it let you upload PDFs , to your drive",0
1261817,when,(I),using it,0
893005,out,my GPS,as my GPS will stay on,1
997410,when,(The iPhone app),downloading posts,2
1171426,when,you,you try to comment,1
585705,non,you,you try to start up the music again,1
919354,out,(missing),to call back time,0
176665,out,(I),to open the app,1
431204,non,(missing),it 's crashed,2
315449,non,I,like I 'll be finding a new app to use,0
147802,while,(missing),scrolling through my news feed most of the time it sends me back to the top of the feed,2
268789,non,my phone,my phone has lost a mere 10 % over the course of 5 hours,2
288032,non,it,it is frustrating that they run silly stories for MONTHS ( varsity video game players,2
111495,until,they,they fix this,0
621929,non,some,some stated that deleting and the app fixed the problem,0
893038,out,location service,location service wo n't turn off,2
684033,then,(missing),it got taken off my app,2
955295,non,(missing),Did n't help at all,0
1256069,out,Snapchat,Snapchat keeps saying that I need to connect to iTunes,2
40486,when,you,you download it,1
1292680,out,it,Also it glitches a TON,2
509902,until,I,I loved this app more than anything,0
820389,non,(missing),"Instead of messing with minor bug fixes , GO STRAIGHT TO MAJOR BUG FIX",0
1037480,non,I,I actually dumped,0
353252,out,they,that they start sending popups,2
374866,non,it,it 's so stupid,0
1038778,non,I,I never can log in most of the time,2
1202247,when,i,i login,-1
1165682,out,it,it used to work,0
1089275,out,(It),to load my newsfeed,1
602740,non,(missing),LEAVE ME ALONE,0
806589,out,(missing),cover it in his typical spunk,0
451526,out,it,it still wo n't let me sign in,2
1038978,after,I,I dial,-1
59020,non,(missing),to say,-1
154405,until,(I),this gets fixed,0
1252580,non,It,It times out,2
683697,non,(I),lost a lot of money,1
140941,non,(missing),fix their app,0
1133800,non,(I),have tried all their tricks,1
188994,non,(missing),Been doing it about 4 days,0
196604,non,this,this is unfair,0
1296672,whenever,It,It logs me out,2
1021036,non,I,I get updates from the past hour,1
164761,whenever,you,you open an article,1
1085875,then,it,it has ever been,0
968752,non,instead a thumbnail of my friends,instead a thumbnail of my friends profile pic shows up,2
467143,out,It,It use to scroll all the way to the top of the feed,0
177094,out,(you),to get extra moves or tools to complete level,0
173724,when,Facebook,Facebook first came out,0
880111,before,u,u press chat,1
512149,out,You,You 're using 3 Pokeballs now,0
747381,before,(missing),a server migration is lost on me,2
123604,out,It,It constantly crashes,2
680008,after,I,I downloaded it,1
310621,out,(missing),just use the YouTube app,1
371024,out,I,I do n't want to have people 's snapchat story automatically put in my face,0
362406,out,the app,the app freezes,2
1149227,out,"(the "" collect "" items)",makes me ponder,0
1257188,non,I,I die,-1
754102,non,they,where they migrated the database which caused an app downtime of 2 days or so and 300 miles of my runs,0
346117,non,(I),loved it,0
181198,out,I,if I do n't touch the phone for long periods,1
244531,when,i m actually connected,"i m actually connected , also tried VPN no results",1
109026,non,(missing),taking way longer,2
131369,whenever,I,I press the snapchat app icon on the home screen,1
772536,before,(missing),Should have done a better job QC it,0
1181428,out,it,now it crashes,2
1213852,before,it,it stays open for,2
683574,when,I,I first tried this game,1
1182385,non,I,Since yesterday I could n't go on Facebook,2
371590,out,2:I,2:I died,-1
124602,non,I,As I see it,0
465226,out,snapchat,Even though snapchat is saying that it 's saving my snaps and timeline,2
600324,then,it,it is back to not working,2
251323,before,it,it broke,-1
370565,until,it,it happens,-1
44008,non,how much facebook,how much facebook takes advantage of their users,0
996742,non,I,I 'm with JOE BLOW at the lake,0
466136,then,it,but it lags a lot it closes,2
1141450,when,you,you get a candy wrapper it explodes,2
411949,while,(missing),browsing stories,-1
38220,out,(missing),to load,-1
119393,non,(missing),syncing iPhone app,1
1192170,out,(I),taking me back to the beginning,2
772055,out,This price,This price is ridiculous,0
94664,out,(missing),Stopped using it,1
1131882,out,The new update,The new update makes snapchat crash,2
49202,when,it,it was all in one,0
268016,when,i,i called the hotel,1
1191433,when,(I),takes forever,2
1111597,out,It,It is n't very fun,0
704331,out,(missing),redownload it,-1
1188959,out,it,"I admit that I use Snapchat a lot , so it 's rather infuriating",0
409658,out,(the Discover and Live sections on the story page),make it difficult,0
401491,non,(I),send messages,1
468824,out,it,it wo n't refresh my feed,2
416429,while,I,I am watching a video or broadcasting live,1
1304499,non,(missing),there is nothing there,2
1033212,non,(missing),Was really excited,0
709361,non,(it),deleting the app,1
837509,when,this problems,this problems fixed,0
1012499,non,New version,New version has many bugs and lots of crashes,2
1246930,when,I,I click on it,1
897633,non,you,If you have the old version,1
576883,out,(missing),"However , randomly popping up ads",2
849981,when,I,I have a keypad open,1
473824,while,servers,servers can not handle current amount already up,2
424251,non,The application version of Facebook,The application version of Facebook does n't contain everything the web browser has to offer,2
437813,until,I,I deleted the game,1
902811,when,I,I reopen the app,1
861185,out,(u guys),using the app,1
1088880,then,it,The app gets ' improvements ' ( adverts ) it crashes,2
1173461,out,status,for status to be public,0
271230,out,I,I checked my settings,1
251364,out,App,App is instantly crashing,2
304504,when,you,you select that option,1
965020,out,the music,the music stops playing,2
1284624,when,you,you swipe you wait,1
993265,when,it,it finished,-1
56850,non,(missing),reinstall the app,1
696513,when,I,I am trying to check the weather,1
1199798,non,(missing),reinstalled it the problem would be fixed,0
961551,out,(the app),lags a lot like,2
1161770,out,I,I think I 'll just stick to the mobile site,1
401826,non,I,I love this game,0
1227447,non,I,I beg you,0
917315,non,(missing),Really hope u guys are working,0
291942,out,they,they do n't clear,2
1140840,after,you,you skip through 6 songs,1
75943,out,(it),again watching you warning you to download,0
573706,out,it,"Now , it 's crashing on me",2
1248919,whenever,I,I try to change my profile pic,1
1118195,out,the check deposit feature,the check deposit feature RARELY works,2
369314,non,(missing),Looks like,-1
355873,out,(missing),Just updated,-1
180322,non,I,I 've tried uploading my pictures from vacation 4 times,1
856594,non,I,"However , now I want to be able to do video calls on my iPad 2 with my Skype contacts without having to use that nauseating blow - a - iPhone - app - up feature",0
888995,non,(I),"just use Safari , waaaaaay easier",0
595052,before,the radio feed,the radio feed starts,2
453401,out,It,It is absolutely DRAINING my battery,2
1179193,when,I,I think I 've replied to someone,1
910716,before,you,you update yourself out of Business,0
560204,whenever,the blue circle,the blue circle just swirls endlessly,2
309768,non,The interface,The interface was simple and clean,0
426408,when,the game,the game crashed,2
851162,out,(missing),take a walk,1
882347,non,(missing),please do not put adds,0
511730,non,She,She does n't just conquer,0
407816,then,it,it shows a ad,2
919326,then,it,it is way better dumb Facebook,0
1106622,non,(I),see three posts by the same person from yesterday,2
986920,non,(missing),re - download,0
144180,non,I,I have not been able to look at pics,2
610166,after,I,I cancelled my premium subscription,1
285364,non,(missing),Installed this,-1
993116,out,The app,The app retains your info and your account info,2
1132985,when,I,I selected the results in this app,1
348998,non,(I),while I could and hope they resolve their issues soon,0
374596,non,(missing),"1 ) Allow change to one way on "" select flight page",0
18748,then,my phone,my phone died,2
604173,out,pandora,pandora crashed,2
427118,when,it,it did one time,0
403614,non,nothing,nothing has worked,0
542917,out,(it),did not have correct mileage,2
994296,out,(missing),never said that,0
968218,when,I,I try to find my friends,1
610851,when,developers,developers fail to read,0
1131219,non,(missing),Update please,-1
1175686,non,most of all the pictures,"The comments wo nt load , my profile ca nt load , most of all the pictures ca nt load",2
308557,non,(missing),Please fix this loading bug,0
759503,whenever,you,you open it,1
971902,out,I,I wasted 2.99,0
1182251,non,(missing),Hate it,-1
1230882,then,the app apparently crashes,"then turn it back on , the app apparently crashes has to load back up from scratch annoying",2
341171,non,you,if you get more then 7 days out,1
743256,out,(missing),restart it,-1
506713,non,This glitch,This glitch lasted for weeks,2
963388,out,It,It seriously glitches,2
105771,when,(it),trying to go ' most recent,1
632844,non,(missing),There are too many running games for me to pay $ 10 for a game I 've waited months,0
942491,out,The new update,The new update makes the music stop,2
482164,non,(missing),just to play one game,0
177154,out,This,This typically happens,0
827790,out,(missing),Used to love this app,0
458063,out,(missing),Wasting hearts and time,0
518745,out,It,It was fun,0
1158021,out,it force,Now it force closes,2
175011,when,I,I tried restarting skype,1
83615,until,the app,the app updated,0
297658,out,I,I would not recommend this application to anyone,0
1100528,out,(missing),Tells you that you have messages,2
1263414,while,it,it lasted,-1
537195,non,(missing),to listen to music,1
122768,out,It,It takes a long time to load,2
1221385,until,I,I tried to install the new update,1
38325,out,I,I do n't always write reviews,0
897791,after,(missing),Ca n't even open the app,2
552107,out,I,I feel cheated,0
631932,whenever,I,I open Snapchat,1
570155,non,(missing),at least it was sent,0
895739,out,I,I uninstalled,-1
1292603,before,I,I used accuweather,1
311434,non,I,I do not want notifications,0
479988,non,This app,This app could n't tell you which direction the sun rises from,2
347656,non,(I),to watch it again,1
741318,out,(missing),plz fix this,0
810980,when,I,I press view,1
717857,non,(missing),"just listened to an ad , literally get 5 ads after",2
278103,when,I,I send email on my computer,1
127809,non,(missing),take pics,-1
622064,out,a game,for a game to come out,0
128045,out,I,I go on,0
135536,out,I,I lose a life,0
1266733,non,It,It was this app ?€?s fault,0
49107,when,(I),am waiting on important messages,1
87112,non,(missing),Toggling between fb,1
907900,non,the application,the application does n't even load,2
1068105,when,I,I signed up,1
988990,non,I,I 'm deleting it,1
722407,non,I,I 've tried uninstalling the app,1
697292,when,you,you hit reservations,1
444361,when,they,they are on Facebook or Messenger,0
438576,whenever,I,I log in through Google,1
474028,then,they,instead they entirely remove it,0
315498,non,(missing),I am whisked away to the App Store,0
1306177,then,(it),unlikes itself,-1
707449,out,(I),to charge,-1
911106,non,This,This is garbage,0
348360,non,I,if I touch the picture it will flip to portrait,2
555685,non,(the camera and stories),Swiping between my feed,1
1290059,non,(missing),there is no reason to remove editing for this application,0
11669,non,It,It just tries to open then gets stuck,2
687784,then,I,I contacted Customer Service thru the App,1
1011898,when,I,I upgraded,-1
31477,non,I,every once in a while I receive a message,2
1186493,before,it,"Now , it wo n't even open",2
651081,non,(I),Once removed,0
945693,when,I,whenever I want to upload a picture,1
1115037,non,(missing),Works fine,-1
471613,while,you,you are trying to scroll,1
620811,then,they,they make you pay for the rest of the game,0
455860,out,(missing),actually playing,-1
387866,when,u,u wanna download it,1
1031772,out,you,once you have a taste for the product,2
1106704,out,(missing),says oops that is invalid,0
125173,then,the same thing,the same thing happens,0
1186201,out,(missing),Keeps crashing,2
280236,whenever,I,I update Facebook,1
417243,when,you,you click on a post or picture,1
445427,when,(missing),catching a Pokemon,0
761177,out,New update,New update does n't show me,2
907453,until,(I),have to restart the whole phone,1
1062829,out,I,I have an iPhone 4S,1
399145,non,it,now it happens with all links,2
1178032,then,(they),removed the feature that allowed you to view your pending transactions with a * next to it,0
679627,then,(Files),sit there,0
958666,non,(missing),This apps get more and more worthless with each update .... says I have notifications work,0
548940,out,(missing),Turns played,-1
852105,then,(I),upload it to Facebook,1
401906,non,no filters,no filters pop up,2
750561,non,I,I used Chase mobile banking,0
82036,out,The app,The app crashed,2
937647,non,(missing),Checked to see if a friend 's flight was on time,1
211248,when,I,I try to send snaps,1
515901,after,(2nd one),forget it,0
69341,non,I,I have not,0
514158,non,they,Also because they let 5/6 of my pikachus run away,0
211419,out,I,"it says that it 's "" pending "" and - I can receive snapchats",2
668315,non,(missing),to continue to use,0
29491,after,I,I finally check my messages,1
997213,when,(it auto),writing messages,1
574105,then,i,soon enough i die,0
454084,non,o,So o do n't know if the game is good,0
632746,non,(missing),It 's been days,0
194302,when,(I),"booking a trip , flight , car",1
971615,out,the load for current weather,the load for current weather takes forever,2
448334,out,I,I was trying to swim in my cousins backyard,0
429033,out,I,I can only connect,0
138801,out,I,I liked it better,0
1222246,when,(missing),your establishments get robbed at gunpoint,0
535951,when,(I),try to reopen,1
884198,non,(missing),Go screw yourselves cnn,0
114659,after,(the 1 year warranty),is completely useless,0
1233444,out,(missing),Do n't release,0
436958,until,it force,it force quits,2
1040466,non,Calibration,Calibration is off,2
621465,then,level 3,level 3 came,0
78053,out,it,"Now , it crashes",2
414966,non,it,it will show the picture screen and then Itl crash,2
1041357,while,the app,the app is good on concept,0
1049443,non,It,It locks up,2
1045657,before,(missing),you are allowed to play again,1
492440,non,Niantic,Niantic blows,-1
174180,out,(missing),Do not update this app,0
340851,when,it,it opens,-1
1049190,when,I,I start,-1
1182166,out,It,It gets worse,0
720065,out,(missing),zoom way in,2
741590,while,(missing),reading a story,1
262011,non,the smaller circle,the smaller circle is annoying,0
390050,non,I,I 'm unable to use my groups link,2
323618,out,(missing),start losing money,1
78512,out,(missing),to review it,-1
534514,non,I,I love my niece,0
574659,when,(missing),designing it,-1
1160508,out,my app,my app crashes constantly,2
987690,non,the app,the app crashes on startup,2
356618,non,(It),still provides a fun way to pass the time,0
1059452,non,I,"Also , I have ALWAYS gotten notifications from my BFF",0
564805,non,(I),will be deleting,1
114459,non,(missing),Very poorly made,0
542535,out,me,for me to log in,1
602308,non,(missing),to shop small businesses,1
278245,non,Most people who choose to read,Most people who choose to read choose reading,1
468462,then,it,it logged me out,2
505531,non,we,we were n't blind,0
317704,when,it,it 's not crashing,2
54170,non,it,it acts,-1
271431,out,i,"it always crashes , please update the app , i really ca n't open the Facebook app",2
124708,when,i,i open,-1
1286600,non,(missing),Still ca n't sing up,1
618359,non,The multiplayer,The multiplayer is repetitive,0
440001,out,(it),trying to play with ur kids,1
239207,before,App,App was working fine,2
498776,after,it,it just crashes,2
535407,after,(missing),run away,-1
230091,out,it,because now it takes the stories forever,2
432665,non,you,so you waist a ton of balls,0
338165,non,(missing),FIX IT NOW,0
1210168,when,that song,that song ends,1
773882,non,others,as others have stated,0
546087,then,(missing),delete your account,2
647797,until,they,they wanted me to pay 10 dollars for the rest of the game,0
335895,non,I,I thought it was a credit card,0
85764,after,the app,the app does n't even load,2
59633,before,(I),chat there,1
428723,when,I,I get close to a Pokemon,1
443517,non,this game,this game has made more people active in 5 days,0
514580,then,the last update,the last update completely wiped my data,2
1211661,whenever,I,I launch it,1
93042,out,(missing),Please fix ASAP,0
143367,non,it,it wil stop playig Music,2
453556,when,I,I tap around the Pokemon,1
1307286,non,the stupid notification,since the stupid notification would n't go away,2
333839,non,(I),based on this terrible update,0
421670,when,I,I go to update it,1
1192426,non,(missing),sends to Facebook,2
338911,non,it,Now it shuts down,2
795705,non,I,so I have to delete it,1
1021943,non,the app,Seriously the app was working great,2
478073,when,(The game),it was first released,0
1299364,before,one,one posted 20 mins ago,1
388202,whenever,It,It lags,2
124793,when,I,I downloaded snapchat,1
316115,non,you,you unlock it,1
821227,non,it,"I look at in my favorites , it 's the same weather",0
236761,non,It,It would be great,0
1151406,non,THOSE SMH,THOSE SMH NEED TO FIX,0
509477,when,this game,this game came out,0
770394,out,I,I love the app,0
